Recording timestamp [μs]	Computer timestamp [μs]	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [MCS px]	Gaze point Y [MCS px]	Gaze point left X [MCS px]	Gaze point left Y [MCS px]	Gaze point right X [MCS px]	Gaze point right Y [MCS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [MCS px]	Fixation point Y [MCS px]
3706510316	403086232302		Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17		mid_04_start																														EyesNotFound	317	43295		
3706511734	403086233720	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086233719																	Invalid	Invalid													EyesNotFound	317	43295		
3706520072	403086242058	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086242057																	Invalid	Invalid													EyesNotFound	317	43295		
3706528388	403086250374	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086250373																	Invalid	Invalid													EyesNotFound	317	43295		
3706536724	403086258710	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086258709																	Invalid	Invalid													EyesNotFound	317	43295		
3706545060	403086267046	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086267045																	Invalid	Invalid													EyesNotFound	317	43295		
3706553401	403086275387	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086275386																	Invalid	Invalid													EyesNotFound	317	43295		
3706561727	403086283713	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086283712																	Invalid	Invalid													EyesNotFound	317	43295		
3706570097	403086292083	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086292082																	Invalid	Invalid													EyesNotFound	317	43295		
3706578409	403086300395	Eye Tracker	Project77_56-49	2021/3/19	Participant11		Recording27	2020/10/21	2020/10/21	14:51:23.553	06:51:23.553	6947778	Tobii I-VT (Fixation)	1.145.28180	1080	1920	2.1	6.1	11.7	0.21	0.61	1.17	403086300394																	Invalid	Invalid													EyesNotFound	317	43295		
