Recording timestamp [μs]	Computer timestamp [μs]	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [MCS px]	Gaze point Y [MCS px]	Gaze point left X [MCS px]	Gaze point left Y [MCS px]	Gaze point right X [MCS px]	Gaze point right Y [MCS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [MCS px]	Fixation point Y [MCS px]
3829740388	91845468891		Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65		mid_sh_04 IntervalStart																														Unclassified	8	43177		
3829744554	91845473057	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845473069			931	490	931	490			0.07857	-0.00240	-0.99691						Valid	Invalid	144.7	97.1	471.7				0.4849	0.4536	0.4849	0.4536			Unclassified	8	43177		
3829752848	91845481351	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845481363																	Invalid	Invalid													EyesNotFound	8	17934		
3829761124	91845489627	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845489639			899	496	899	496			0.06338	0.00046	-0.99799						Valid	Invalid	144.9	96.9	471.6				0.4680	0.4593	0.4680	0.4593			Saccade	67	38763		
3829769523	91845498026	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845498038			859	503	859	503			0.04220	0.00762	-0.99908						Valid	Invalid	146.4	95.0	471.3				0.4476	0.4661	0.4476	0.4661			Saccade	67	38763		
3829777971	91845506474	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845506486			785	498	785	498			0.01124	0.00101	-0.99994				3.42		Valid	Invalid	144.9	97.0	471.8				0.4089	0.4607	0.4089	0.4607			Saccade	67	38763		
3829786184	91845514687	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845514699			661	500	661	500			-0.04575	0.00230	-0.99895						Valid	Invalid	145.0	96.9	471.6				0.3445	0.4633	0.3445	0.4633			Saccade	67	38763		
3829794559	91845523062	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845523074			837	526	837	526			0.03503	0.01320	-0.99930						Valid	Invalid	145.0	96.9	471.7				0.4361	0.4875	0.4361	0.4875			Saccade	67	38763		
3829802843	91845531346	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845531358			837	526	837	526			0.03480	0.01296	-0.99931				3.28		Valid	Invalid	145.0	97.0	471.3				0.4360	0.4875	0.4360	0.4875			Saccade	67	38763		
3829811178	91845539681	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845539693			886	499	886	499			0.05713	0.00121	-0.99837						Valid	Invalid	145.1	97.1	470.9				0.4614	0.4617	0.4614	0.4617			Saccade	67	38763		
3829819520	91845548023	Eye Tracker	Project77_56-49	2021/3/19	Participant19		Recording35	2020/11/3	2020/11/3	14:42:33.830	06:42:33.830	7118946	Tobii I-VT (Fixation)	1.145.28180	1080	1920	5.4	4.0	6.1	0.58	0.43	0.65	91845548035			885	499	885	499			0.05669	0.00125	-0.99839						Valid	Invalid	145.1	97.1	470.7				0.4609	0.4620	0.4609	0.4620			Saccade	67	38763		
