Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [MCS px]	Gaze point Y [MCS px]	Gaze point left X [MCS px]	Gaze point left Y [MCS px]	Gaze point right X [MCS px]	Gaze point right Y [MCS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [MCS px]	Fixation point Y [MCS px]
3838628	610002391		Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52		mid_sh_04 IntervalStart																														EyesNotFound	8	34348		
3838633	610002395	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002394983			1091	486	1212	471	970	501	0.24738	0.07390	-0.96610	0.03699	0.08945	-0.99530			Valid	Valid	103.3	50.5	544.8	169.5	48.0	557.5	0.5681	0.4499	0.6313	0.4360	0.5050	0.4637	Unclassified	17	47404		
3838641	610002403	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002403343			1091	486	1213	477	969	496	0.24757	0.07606	-0.96588	0.03673	0.08759	-0.99548	3.86	3.83	Valid	Valid	103.4	50.5	544.8	169.5	48.0	557.5	0.5683	0.4503	0.6319	0.4416	0.5047	0.4589	Unclassified	17	47404		
3838649	610002412	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002411726																	Invalid	Invalid													EyesNotFound	8	34349		
3838658	610002420	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002420031			1080	459	1212	455	947	463	0.24742	0.06820	-0.96650	0.02815	0.07606	-0.99671			Valid	Valid	103.4	50.6	544.7	169.6	48.1	557.4	0.5622	0.4247	0.6313	0.4210	0.4932	0.4284	Unclassified	17	47405		
3838666	610002428	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002428355			1084	440	1214	433	953	448	0.24823	0.06070	-0.96680	0.03043	0.07076	-0.99703	3.86	3.84	Valid	Valid	103.5	50.6	544.7	169.6	48.1	557.5	0.5643	0.4079	0.6324	0.4011	0.4962	0.4146	Unclassified	17	47405		
3838674	610002437	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002436673																	Invalid	Invalid													EyesNotFound	8	34350		
3838683	610002445	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002445033			1087	474	1211	487	962	460	0.24653	0.07939	-0.96588	0.03389	0.07505	-0.99660			Valid	Valid	103.5	50.7	544.6	169.7	48.2	557.3	0.5659	0.4388	0.6307	0.4512	0.5011	0.4264	Unclassified	17	47406		
3838691	610002453	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002453358			1072	477	1204	481	941	473	0.24376	0.07727	-0.96675	0.02547	0.07926	-0.99653	3.82	3.80	Valid	Valid	103.6	50.7	544.6	169.7	48.2	557.3	0.5584	0.4415	0.6268	0.4455	0.4900	0.4376	Unclassified	17	47406		
3838699	610002462	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002461684																	Invalid	Invalid													EyesNotFound	8	34351		
3838708	610002470	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002470028			1065	483	1195	489	936	478	0.24049	0.07997	-0.96735	0.02337	0.08090	-0.99645			Valid	Valid	103.7	50.7	544.3	169.8	48.3	557.2	0.5548	0.4474	0.6223	0.4527	0.4874	0.4422	Unclassified	17	47407		
3838716	610002478	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002478340			1060	466	1186	457	934	475	0.23739	0.06894	-0.96897	0.02252	0.07997	-0.99654	3.78	3.79	Valid	Valid	103.8	50.8	544.3	169.9	48.3	557.2	0.5520	0.4317	0.6176	0.4234	0.4864	0.4399	Unclassified	17	47407		
3838724	610002487	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002486705																	Invalid	Invalid													EyesNotFound	8	34352		
3838733	610002495	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002495018			1054	455	1182	437	925	474	0.23620	0.06172	-0.96974	0.01896	0.07928	-0.99667			Valid	Valid	103.9	50.9	544.0	170.0	48.4	557.0	0.5488	0.4215	0.6158	0.4045	0.4818	0.4385	Unclassified	17	47408		
3838741	610002503	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002503324			1034	464	1166	459	901	469	0.23004	0.06941	-0.97070	0.00948	0.07774	-0.99693	3.72	3.72	Valid	Valid	104.0	50.9	544.0	170.1	48.5	557.0	0.5384	0.4297	0.6075	0.4247	0.4693	0.4346	Unclassified	17	47408		
3838749	610002512	Eye Tracker	Project63-57	2021/3/19	Participant16		Recording32	2020/10/29	2020/10/29	14:36:34.127	06:36:34.127	7147884	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.0	3.3	4.9	0.74	0.34	0.52	610002511665																	Invalid	Invalid													EyesNotFound	8	34353		
