Recording timestamp [μs]	Computer timestamp [μs]	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [MCS px]	Gaze point Y [MCS px]	Gaze point left X [MCS px]	Gaze point left Y [MCS px]	Gaze point right X [MCS px]	Gaze point right Y [MCS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [MCS px]	Fixation point Y [MCS px]
3733534328	330196014978		Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11				mid_sh_04 IntervalStart																														EyesNotFound	17	124703		
3733538494	330196019144	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196019154			852	705	794	700	910	711	0.01531	0.20610	-0.97841	-0.08333	0.18829	-0.97857			Valid	Valid	145.0	46.9	428.4	210.8	63.1	396.6	0.4437	0.6529	0.4133	0.6477	0.4741	0.6582	Unclassified	8	124325		
3733546898	330196027548	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196027558																	Invalid	Invalid													EyesNotFound	17	124704		
3733555204	330196035854	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196035864																	Invalid	Invalid													EyesNotFound	17	124704		
3733563571	330196044221	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196044231			835	737	794	777	875	697	0.01520	0.23915	-0.97086	-0.10206	0.18152	-0.97808			Valid	Valid	145.0	46.9	428.4	210.7	63.1	396.6	0.4347	0.6826	0.4137	0.7197	0.4557	0.6454	Unclassified	17	124326		
3733571863	330196052513	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196052523			901	713			901	713				-0.08796	0.18957	-0.97792			Invalid	Valid				210.6	63.0	396.6	0.4693	0.6606			0.4693	0.6606	Unclassified	17	124326		
3733580219	330196060869	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196060879																	Invalid	Invalid													EyesNotFound	8	124705		
3733588505	330196069155	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196069165			850	739	806	776	894	702	0.02101	0.23857	-0.97090	-0.09208	0.18423	-0.97856			Valid	Valid	145.0	46.9	428.4	210.7	63.1	396.6	0.4426	0.6845	0.4198	0.7185	0.4655	0.6505	Unclassified	17	124327		
3733596882	330196077532	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196077542			895	714			895	714				-0.09094	0.18962	-0.97764			Invalid	Valid				210.6	63.0	396.6	0.4663	0.6609			0.4663	0.6609	Unclassified	17	124327		
3733605165	330196085815	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196085825																	Invalid	Invalid													EyesNotFound	8	124706		
3733613527	330196094177	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196094187			842	739	781	755	904	723	0.00863	0.22995	-0.97316	-0.08666	0.19400	-0.97717			Valid	Valid	145.0	46.9	428.4	210.7	63.1	396.5	0.4386	0.6846	0.4065	0.6995	0.4707	0.6696	Unclassified	17	124328		
3733621868	330196102518	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196102528			916	724			916	724				-0.07990	0.19465	-0.97761			Invalid	Valid				210.6	63.1	396.5	0.4771	0.6706			0.4771	0.6706	Unclassified	17	124328		
3733630188	330196110838	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196110848																	Invalid	Invalid													EyesNotFound	8	124707		
3733638558	330196119208	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196119218			893	738	849	696	937	781	0.04319	0.20399	-0.97802	-0.06872	0.22038	-0.97299			Valid	Valid	144.9	47.1	428.5	210.7	63.4	396.1	0.4653	0.6835	0.4424	0.6443	0.4882	0.7227	Unclassified	8	124329		
3733646868	330196127518	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196127528																	Invalid	Invalid													EyesNotFound	17	124708		
3733655185	330196135835	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196135845																	Invalid	Invalid													EyesNotFound	17	124708		
3733663521	330196144171	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196144181			778	815	778	815			0.00697	0.25446	-0.96706						Valid	Invalid	145.0	47.1	428.5				0.4050	0.7543	0.4050	0.7543			Unclassified	8	124330		
3733671910	330196152560	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196152570																	Invalid	Invalid													EyesNotFound	17	124709		
3733680188	330196160838	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196160848																	Invalid	Invalid													EyesNotFound	17	124709		
3733688517	330196169167	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196169177			795	756	765	817	824	695	0.00104	0.25534	-0.96685	-0.12911	0.17897	-0.97535			Valid	Valid	145.0	47.0	428.5	210.7	63.5	395.8	0.4139	0.6997	0.3987	0.7562	0.4292	0.6431	Unclassified	17	124331		
3733696853	330196177503	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196177513			910	767			910	767				-0.08285	0.21396	-0.97332			Invalid	Valid				210.5	63.5	395.9	0.4740	0.7105			0.4740	0.7105	Unclassified	17	124331		
3733705154	330196185804	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196185814																	Invalid	Invalid													EyesNotFound	8	124710		
3733713522	330196194172	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196194182			734	840	734	840			-0.01442	0.26476	-0.96421						Valid	Invalid	145.0	47.0	428.5				0.3823	0.7774	0.3823	0.7774			Unclassified	17	124332		
3733721929	330196202579	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196202589			847	752			847	752				-0.11656	0.20597	-0.97159			Invalid	Valid				210.8	63.5	395.8	0.4414	0.6962			0.4414	0.6962	Unclassified	17	124332		
3733730260	330196210910	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196210920																	Invalid	Invalid													EyesNotFound	8	124711		
3733738516	330196219166	Eye Tracker	Project77_56-49	2021/3/19	Participant22		Recording38	2020/11/6	2020/11/6	08:56:38.203	00:56:38.203	7085928	Tobii I-VT (Fixation)	1.145.28180	1080	1920	1.0			0.11			330196219176			835	761	835	761			0.03555	0.23166	-0.97215						Valid	Invalid	145.0	47.1	428.5				0.4350	0.7043	0.4350	0.7043			Unclassified	8	124333		
