Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y
3905296	1034018014		Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25		mid_sh_04 IntervalStart																														Saccade	17	40363		
3905300	1034018018	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018018499			1042	345	1062	305	1022	385	0.09418	0.16825	-0.98124	-0.04363	0.18757	-0.98128	5.08	5.22	Valid	Valid	155.0	-39.7	579.2	227.7	-35.9	582.1	0.5429	0.3197	0.5532	0.2826	0.5325	0.3568	Saccade	17	40363		
3905308	1034018027	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018026815			1017	358			1017	358				-0.04639	0.18239	-0.98213			Invalid	Valid				228.5	-39.6	590.5	0.5296	0.3316			0.5296	0.3316	Fixation	200	7607	1052	333
3905317	1034018035	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018035160			1052	332	1061	317	1043	346	0.09362	0.17231	-0.98058	-0.03631	0.17688	-0.98356			Valid	Valid	154.9	-39.9	580.0	228.0	-37.7	586.3	0.5480	0.3071	0.5526	0.2936	0.5433	0.3206	Fixation	200	7607	1052	333
3905325	1034018043	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018043493			1052	329	1059	315	1046	344	0.09282	0.17166	-0.98077	-0.03567	0.17751	-0.98347	5.08	5.24	Valid	Valid	155.0	-40.0	580.2	228.4	-39.1	589.6	0.5482	0.3051	0.5516	0.2916	0.5448	0.3185	Fixation	200	7607	1052	333
3905334	1034018052	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018051891			1063	311	1063	311			0.09425	0.17029	-0.98088						Valid	Invalid	155.0	-40.0	580.3				0.5537	0.2876	0.5537	0.2876			Fixation	200	7607	1052	333
3905342	1034018060	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018060140			1052	337			1052	337				-0.03323	0.17518	-0.98397			Invalid	Valid				228.3	-39.1	589.4	0.5481	0.3119			0.5481	0.3119	Fixation	200	7607	1052	333
3905350	1034018068	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018068478			1102	330	1061	321	1143	339	0.09324	0.17379	-0.98036	-0.00002	0.17383	-0.98478	5.03	5.15	Valid	Valid	155.0	-40.2	580.8	227.9	-37.1	585.1	0.5737	0.3054	0.5524	0.2975	0.5951	0.3134	Fixation	200	7607	1052	333
3905358	1034018077	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018076809			1106	334	1069	329	1143	339	0.09618	0.17668	-0.97956	-0.00014	0.17407	-0.98473			Valid	Valid	155.0	-40.4	581.3	228.0	-37.3	585.7	0.5760	0.3093	0.5568	0.3051	0.5951	0.3135	Fixation	200	7607	1052	333
3905367	1034018085	Eye Tracker	Project77-70	2021/3/19	Participant4		Recording18	2020/10/10	2020/10/10	14:29:39.943	06:29:39.943	7470156	Tobii I-VT (Fixation)	1.145.28180	1080	1920	3.2	11.4	14.3	0.28	0.99	1.25	1034018085202			1040	322	1059	290	1020	354	0.09325	0.16306	-0.98220	-0.04450	0.17827	-0.98298			Valid	Valid	155.0	-39.5	579.5	227.8	-36.6	584.0	0.5415	0.2984	0.5518	0.2686	0.5312	0.3281	Fixation	200	7607	1052	333
