Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [MCS px]	Gaze point Y [MCS px]	Gaze point left X [MCS px]	Gaze point left Y [MCS px]	Gaze point right X [MCS px]	Gaze point right Y [MCS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [MCS px]	Fixation point Y [MCS px]
3734161	5241918		Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53		mid_sh_04 IntervalStart																														EyesNotFound	150	60242		
3734165	5241922	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241921895			1062	215	1062	215			0.20604	0.05597	-0.97694						Valid	Invalid	120.6	17.5	426.5				0.5529	0.1993	0.5529	0.1993			Saccade	25	22594		
3734174	5241930	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241930281			1055	795			1055	795				0.04419	0.30650	-0.95085			Invalid	Valid				188.3	17.8	428.4	0.5496	0.7359			0.5496	0.7359	Saccade	25	22594		
3734182	5241939	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241938604			1105	349	1105	349			0.22547	0.11531	-0.96740				3.90		Valid	Invalid	120.4	17.5	426.6				0.5756	0.3235	0.5756	0.3235			Saccade	25	22594		
3734190	5241947	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241946943																	Invalid	Invalid													EyesNotFound	17	60243		
3734199	5241955	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241955289																	Invalid	Invalid													EyesNotFound	17	60243		
3734207	5241964	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241963578			1025	528	1098	345	952	711	0.22246	0.11342	-0.96832	-0.00459	0.27338	-0.96190	3.88	4.21	Valid	Valid	120.4	17.4	426.5	188.2	17.7	428.5	0.5341	0.4888	0.5721	0.3191	0.4960	0.6586	Unclassified	8	61847		
3734215	5241972	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241971952																	Invalid	Invalid													EyesNotFound	17	60244		
3734224	5241980	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241980262																	Invalid	Invalid													EyesNotFound	17	60244		
3734232	5241989	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241988577			852	661	892	643	812	678	0.11905	0.24543	-0.96208	-0.07260	0.25944	-0.96303	2.64	4.08	Valid	Valid	120.3	17.3	426.5	188.0	17.6	428.4	0.4437	0.6120	0.4645	0.5957	0.4228	0.6282	Unclassified	17	61848		
3734240	5241997	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5241996934			985	466	985	466			0.16720	0.16822	-0.97147						Valid	Invalid	120.2	17.4	426.4				0.5131	0.4312	0.5131	0.4312			Unclassified	17	61848		
3734249	5242006	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242005534																	Invalid	Invalid													EyesNotFound	8	60245		
3734257	5242014	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242013609			970	452	1094	261	847	643	0.22136	0.08191	-0.97175	-0.05510	0.24745	-0.96733	3.44	4.23	Valid	Valid	119.3	14.7	431.8	188.0	15.0	433.6	0.5055	0.4185	0.5700	0.2421	0.4409	0.5950	Unclassified	8	61849		
3734265	5242022	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242021915																	Invalid	Invalid													EyesNotFound	8	60246		
3734274	5242030	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242030264			1097	289	1097	289			0.22206	0.09659	-0.97024						Valid	Invalid	118.7	13.2	434.7				0.5716	0.2675	0.5716	0.2675			Unclassified	25	61850		
3734282	5242039	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242038601			1114	326	1114	326			0.22805	0.11655	-0.96665				4.05		Valid	Invalid	118.0	10.6	439.9				0.5803	0.3015	0.5803	0.3015			Unclassified	25	61850		
3734290	5242047	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242046952			982	467	1104	337	859	597	0.22198	0.12557	-0.96693	-0.04806	0.23557	-0.97067			Valid	Valid	117.5	8.0	445.1	188.3	8.7	446.5	0.5114	0.4323	0.5752	0.3118	0.4477	0.5528	Unclassified	25	61850		
3734299	5242055	Eye Tracker	Project63-57	2021/3/19	Participant12		Recording28	2020/10/22	2020/10/22	14:39:09.200	06:39:09.200	7026233	Tobii I-VT (Fixation)	1.145.28180	1080	1920	10.0	13.5	19.9	1.27	1.72	2.53	5242055242																	Invalid	Invalid													EyesNotFound	8	60247		
