Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y
3728448	229460676		Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52		mid_shu_04_start																														Saccade	50	31372
3728456	229460684	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460684104			753	775	764	771	741	779	0.05498	0.23499	-0.97044	-0.06322	0.23361	-0.97027			Valid	Valid	110.2	1.4	618.7	181.0	1.7	627.6	0.3919	0.7177	0.3981	0.7141	0.3857	0.7213	Saccade	50	31372		
3728464	229460692	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460692468			649	732	655	730	644	735	0.01807	0.22374	-0.97448	-0.09539	0.22075	-0.97065	3.65	3.75	Valid	Valid	110.0	0.5	621.3	181.1	1.0	629.6	0.3381	0.6782	0.3409	0.6758	0.3353	0.6806	Saccade	50	31372		
3728473	229460701	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460700772			619	722	637	721	601	722	0.01338	0.22382	-0.97454	-0.10831	0.21922	-0.96964			Valid	Valid	109.2	-1.6	622.6	180.3	-0.9	630.6	0.3224	0.6683	0.3318	0.6679	0.3129	0.6688	Saccade	50	31372		
3728481	229460709	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460709127			619	722	639	723	599	722	0.01324	0.22244	-0.97486	-0.10985	0.21709	-0.96995			Valid	Valid	109.6	-0.6	624.3	181.1	0.0	632.3	0.3223	0.6689	0.3326	0.6697	0.3119	0.6682	Fixation	133	7936	627	734
3728489	229460717	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460717462			624	727	643	720	604	735	0.01477	0.22190	-0.97496	-0.10814	0.22107	-0.96924	3.69	3.79	Valid	Valid	109.7	-1.1	625.3	181.2	-0.5	633.5	0.3248	0.6736	0.3351	0.6670	0.3145	0.6801	Fixation	133	7936	627	734
3728498	229460726	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460725776			624	727	644	720	604	735	0.01593	0.22419	-0.97442	-0.10683	0.22346	-0.96884			Valid	Valid	109.0	-2.6	625.4	180.5	-2.2	634.0	0.3250	0.6736	0.3353	0.6670	0.3146	0.6801	Fixation	133	7936	627	734
3728506	229460734	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460734116			623	728	643	720	604	735	0.01241	0.22357	-0.97461	-0.10998	0.22295	-0.96861			Valid	Valid	111.1	-1.4	621.8	182.2	-1.3	631.5	0.3246	0.6736	0.3348	0.6671	0.3143	0.6802	Fixation	133	7936	627	734
3728514	229460742	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460742472																	Invalid	Invalid													Fixation	133	7936	627	734
3728523	229460751	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460750774			616	726	637	724	594	728	0.01062	0.22106	-0.97520	-0.11273	0.21770	-0.96948			Valid	Valid	110.9	2.5	615.2	181.3	2.1	626.3	0.3206	0.6722	0.3315	0.6705	0.3096	0.6740	Fixation	133	7936	627	734
3728531	229460759	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460759110			615	726	636	724	594	728	0.00864	0.22287	-0.97481	-0.11450	0.21940	-0.96889			Valid	Valid	112.1	1.9	612.9	182.2	1.5	623.9	0.3203	0.6723	0.3313	0.6705	0.3094	0.6740	Fixation	133	7936	627	734
3728539	229460767	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460767422			628	745	646	745	610	745	0.01331	0.22666	-0.97388	-0.10805	0.22209	-0.96902	3.60	3.71	Valid	Valid	111.3	3.8	611.6	181.2	3.3	622.7	0.3270	0.6898	0.3364	0.6900	0.3176	0.6897	Fixation	133	7936	627	734
3728548	229460776	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460775804			631	746	648	747	613	744	0.01364	0.22697	-0.97381	-0.10720	0.22155	-0.96924			Valid	Valid	111.5	4.3	610.1	181.3	3.9	621.1	0.3285	0.6904	0.3374	0.6919	0.3195	0.6889	Fixation	133	7936	627	734
3728556	229460784	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460784124			625	745	659	746	592	745	0.01746	0.22626	-0.97391	-0.11446	0.22127	-0.96847			Valid	Valid	111.5	4.8	608.8	181.2	4.4	619.7	0.3257	0.6900	0.3432	0.6906	0.3083	0.6894	Fixation	133	7936	627	734
3728564	229460792	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460792472			626	741	661	741	590	741	0.01809	0.22479	-0.97424	-0.11524	0.22012	-0.96864	3.57	3.68	Valid	Valid	111.6	4.7	609.1	181.2	4.6	619.2	0.3258	0.6860	0.3442	0.6858	0.3074	0.6861	Fixation	133	7936	627	734
3728573	229460801	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460800779			636	742	661	741	610	744	0.01982	0.22788	-0.97349	-0.10650	0.22430	-0.96868			Valid	Valid	110.4	1.7	613.0	180.5	1.6	623.3	0.3311	0.6875	0.3442	0.6858	0.3179	0.6891	Fixation	133	7936	627	734
3728581	229460809	Eye Tracker	Project77-70	2021/8/20	Participant9		Recording25	2020/10/19	2020/10/19	14:37:21.497	06:37:21.497	7213831	Tobii I-VT (Fixation)	1.145.28180	1080	1920	6.3	3.6	5.5	0.59	0.34	0.52	229460809117			640	741	662	744	618	738	0.01917	0.22658	-0.97380	-0.10528	0.22030	-0.96973			Valid	Valid	111.0	3.2	613.2	181.2	3.1	623.2	0.3332	0.6861	0.3447	0.6888	0.3216	0.6833	Fixation	133	7936	627	734
