Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Variable1	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y
3657736	8371725		Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54		mid_shu_04_start																														Fixation	158	7406	268	590
3657740	8371728	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371728486			308	667	308	667			-0.13294	0.06863	-0.98875						Valid	Invalid	126.7	89.5	595.3				0.1606	0.6177	0.1606	0.6177			Fixation	158	7406	268	590
3657748	8371737	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371736827			315	653	315	653			-0.13026	0.06387	-0.98942						Valid	Invalid	126.5	89.6	595.2				0.1641	0.6045	0.1641	0.6045			Fixation	158	7406	268	590
3657756	8371745	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371745113			302	636	302	636			-0.13432	0.05836	-0.98922				4.50		Valid	Invalid	126.3	89.4	596.0				0.1575	0.5884	0.1575	0.5884			Fixation	158	7406	268	590
3657765	8371753	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371753422			222	557	298	629	146	486	-0.13580	0.05636	-0.98913	-0.28530	0.02166	-0.95819			Valid	Valid	126.2	89.4	596.1	192.1	81.4	606.0	0.1154	0.5162	0.1550	0.5826	0.0758	0.4497	Fixation	158	7406	268	590
3657773	8371762	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371761807			240	528	281	604	198	451	-0.14126	0.04787	-0.98881	-0.26846	0.01109	-0.96323			Valid	Valid	126.0	89.5	596.0	191.9	81.4	606.0	0.1247	0.4884	0.1466	0.5589	0.1029	0.4179	Fixation	158	7406	268	590
3657781	8371770	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371770129			271	626	271	626			-0.14465	0.05520	-0.98794				4.55		Valid	Invalid	125.9	89.3	596.6				0.1410	0.5795	0.1410	0.5795			Fixation	158	7406	268	590
3657790	8371778	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371778447			268	619	268	619			-0.14553	0.05302	-0.98793						Valid	Invalid	125.8	89.3	596.9				0.1393	0.5731	0.1393	0.5731			Fixation	158	7406	268	590
3657798	8371787	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371786792			247	529	285	627	209	431	-0.13925	0.05571	-0.98869	-0.26379	0.00515	-0.96457			Valid	Valid	125.6	89.3	597.0	191.6	81.1	607.3	0.1285	0.4899	0.1482	0.5809	0.1088	0.3988	Fixation	158	7406	268	590
3657806	8371795	Eye Tracker	Project77-70	2021/8/20	Participant29		Recording46	2020/11/18	2020/11/18	15:31:26.520	07:31:26.520	6967415	Tobii I-VT (Fixation)	1.145.28180	1080	1920	7.1	3.2	4.8	0.80	0.36	0.54	8371795128			295	605	295	605			-0.13545	0.04848	-0.98960				4.55		Valid	Invalid	125.6	89.4	597.0				0.1536	0.5604	0.1536	0.5604			Fixation	158	7406	268	590
